locality_id,mineral_names,country,latitude,longitude,num_samples,num_elements,Al,Be,O,Si
15815,['Amethyst'],Germany,50.662363888889,13.144775,1,2,0,0,1,1
15817,['Amethyst'],Germany,50.886791655353,13.811960265362,1,2,0,0,1,1
15827,['Amethyst'],Germany,50.4461111111,13.0075,1,2,0,0,1,1
1879,['Amethyst'],Germany,50.7655555556,13.7647222222,1,2,0,0,1,1
1904,['Amethyst'],Germany,50.494166666667,12.819444444444,1,2,0,0,1,1
15880,['Amethyst'],Germany,50.4742539221,12.7896184624,1,2,0,0,1,1
15908,['Amethyst'],USA,47.7794444444,-121.434444444,1,2,0,0,1,1
13197,['Amethyst'],Germany,51.370551478822,14.174198424897,1,2,0,0,1,1
13200,['Amethyst'],Germany,50.397033333333,12.13655,1,2,0,0,1,1
16119,['Amethyst'],Peru,-11.604001737776,-76.122282573988,1,2,0,0,1,1
16120,['Amethyst'],Canada,48.5644444444,-88.7288888889,1,2,0,0,1,1
16151,['Amethyst'],USA,34.323142443546,-82.362423913592,1,2,0,0,1,1
16307,['Amethyst'],USA,44.6798069,-71.3794686,1,2,0,0,1,1
12080,['Amethyst'],USA,35.625,-81.8,1,2,0,0,1,1
1887,['Amethyst'],Germany,50.4358333333,12.7069444444,1,2,0,0,1,1
6501,['Amethyst'],USA,44.13026,-70.30722,1,2,0,0,1,1
16521,['Amethyst'],USA,41.7128767,-71.8809054,1,2,0,0,1,1
16550,['Amethyst'],Uruguay,-30.4166666667,-56.4666666667,1,2,0,0,1,1
16685,['Amethyst'],Finland,67.119736,26.9404489,1,2,0,0,1,1
15717,['Amethyst'],Germany,52.20644,9.23431,1,2,0,0,1,1
6991,['Amethyst'],USA,41.5425,-73.1963888889,1,2,0,0,1,1
17102,['Amethyst'],USA,42.3025,-72.5266666667,1,2,0,0,1,1
15517,['Amethyst'],USA,46.53499984741211,-122.42361450195312,1,2,0,0,1,1
17229,['Amethyst'],USA,37.881541,-95.7326925,1,2,0,0,1,1
17267,['Amethyst'],USA,42.2963888889,-71.2930555556,1,2,0,0,1,1
17287,['Amethyst'],Canada,48.6947222222,-88.5836111111,1,2,0,0,1,1
17316,['Amethyst'],Germany,50.358116666667,11.834680555556,1,2,0,0,1,1
17321,['Amethyst'],Germany,50.2547222222,11.2772222222,1,2,0,0,1,1
17327,['Amethyst'],Germany,49.1611111111,8.00166666667,1,2,0,0,1,1
17329,['Amethyst'],Germany,49.6455555556,7.94333333333,1,2,0,0,1,1
13189,['Amethyst'],Germany,49.6241666667,7.85111111111,1,2,0,0,1,1
17349,['Amethyst'],Germany,49.67307,7.95932,1,2,0,0,1,1
17350,['Amethyst'],Germany,49.748429548632,7.9784778121255,1,2,0,0,1,1
17351,['Amethyst'],Germany,49.75,7.93527777778,1,2,0,0,1,1
17405,['Amethyst'],Germany,49.7561111111,7.34055555556,1,2,0,0,1,1
17410,['Amethyst'],Germany,49.7919444444,7.48777777778,1,2,0,0,1,1
17434,['Amethyst'],Germany,48.233055555556,7.9902777777778,1,2,0,0,1,1
14317,['Amethyst'],Brazil,-27.9001784,-53.3140353,1,2,0,0,1,1
17722,['Amethyst'],Germany,51.3177777778,8.04722222222,1,2,0,0,1,1
17781,['Amethyst'],Germany,51.3005555556,8.33222222222,1,2,0,0,1,1
17835,['Amethyst'],USA,37.893611907959,-106.94361114502,1,2,0,0,1,1
18326,['Amethyst'],USA,40.799999237061,-105.58333587646,1,2,0,0,1,1
18457,['Amethyst'],Czech Republic,50.5897222222,15.2611111111,1,2,0,0,1,1
18560,['Amethyst'],Sweden,59.6866426325,16.259167670505,1,2,0,0,1,1
18806,['Amethyst'],Australia,-23.3051007786,135.273800028,1,2,0,0,1,1
18889,['Amethyst'],Canada,48.3077777778,-89.6636111111,1,2,0,0,1,1
18264,['Amethyst'],USA,45.7477989093,-121.982845323,1,2,0,0,1,1
8003,['Amethyst'],USA,47.357276137534,-121.52113191783,1,2,0,0,1,1
19047,['Amethyst'],USA,47.301547,-120.760674,1,2,0,0,1,1
19053,['Amethyst'],USA,46.9153845,-121.8256565,1,2,0,0,1,1
19104,['Amethyst'],Australia,-24.1147078784,148.088826497,1,2,0,0,1,1
7895,['Amethyst'],USA,48.372048640345,-122.16519577966,1,2,0,0,1,1
15032,['Amethyst'],USA,47.8058333333,-121.805277778,1,2,0,0,1,1
8381,['Amethyst'],Argentina,-27.0163888889,-66.8666666667,1,2,0,0,1,1
20123,['Amethyst'],Germany,50.946099537532,12.839491779659,1,2,0,0,1,1
256,['Amethyst'],Austria,46.8955555556,15.4452777778,1,2,0,0,1,1
20251,['Amethyst'],Germany,50.621479204453,8.4980107057124,1,2,0,0,1,1
20506,['Amethyst'],Spain,41.8080555556,2.40777777778,1,2,0,0,1,1
5936,['Amethyst'],Mexico,30.3,-110.683333333,1,2,0,0,1,1
7317,['Amethyst'],China,30.0530555556,114.978611111,1,2,0,0,1,1
21494,['Amethyst'],Mexico,21.0,-101.26667022705078,1,2,0,0,1,1
8739,['Amethyst'],Germany,52.48009,13.80125,1,2,0,0,1,1
21710,['Amethyst'],Germany,51.363853469228,14.155968941583,1,2,0,0,1,1
21806,['Amethyst'],Germany,50.666001883182,10.764155356361,1,2,0,0,1,1
22297,['Amethyst'],USA,42.3691666667,-71.2727777778,1,2,0,0,1,1
22415,['Amethyst'],USA,42.091264324987,-71.480312816272,1,2,0,0,1,1
22654,['Amethyst'],USA,41.4902777778,-72.2752777778,1,2,0,0,1,1
6767,['Amethyst'],USA,41.9377777778,-72.7394444444,1,2,0,0,1,1
18312,['Amethyst'],USA,41.5708333333,-73.3377777778,1,2,0,0,1,1
3630,['Amethyst'],USA,37.9030555556,-107.611388889,1,2,0,0,1,1
25059,['Amethyst'],USA,48.20758,-117.05924,1,2,0,0,1,1
25101,['Amethyst'],USA,39.8805555556,-119.999166667,1,2,0,0,1,1
25110,['Amethyst'],Bulgaria,41.90345,25.3057,1,2,0,0,1,1
460,['Amethyst'],Bulgaria,41.629153710234,25.871267142722,1,2,0,0,1,1
25247,['Amethyst'],Canada,48.6911111111,-88.7261111111,1,2,0,0,1,1
25421,['Amethyst'],UK,56.9030563486,-2.2922837329,1,2,0,0,1,1
2326,['Amethyst'],Mexico,21.039801266375,-101.26167029142,1,2,0,0,1,1
26413,['Amethyst'],Kenya,-0.53333336114883,37.450000762939,1,2,0,0,1,1
26702,['Amethyst'],Australia,-30.1766666667,139.279166667,1,2,0,0,1,1
477,['Amethyst'],Canada,50.649721429311,-119.94971689497,1,2,0,0,1,1
27648,['Amethyst'],USA,34.8359651,-81.6809327,1,2,0,0,1,1
3807,['Amethyst'],USA,43.806726745042,-69.845919025864,1,2,0,0,1,1
27802,['Amethyst'],Madagascar,-22.700233076385,45.218035269865,1,2,0,0,1,1
27880,['Amethyst'],USA,28.82057,-98.03701,1,2,0,0,1,1
27881,['Amethyst'],USA,28.86137,-98.11698,1,2,0,0,1,1
27885,['Amethyst'],Thailand,14.9666666667,102.116666667,1,2,0,0,1,1
27980,['Amethyst'],USA,38.275001525878906,-91.0999984741211,1,2,0,0,1,1
7401,['Amethyst'],USA,41.185074,-107.076719,1,2,0,0,1,1
28052,['Amethyst'],USA,43.926387786865234,-114.80889129638672,1,2,0,0,1,1
28179,['Amethyst'],USA,39.8852777778,-86.1413888889,1,2,0,0,1,1
28180,['Amethyst'],USA,33.3975,-115.041944444,1,2,0,0,1,1
28184,['Amethyst'],USA,45.7510371,-112.747251,1,2,0,0,1,1
17877,['Amethyst'],USA,42.9619444444,-72.4422222222,1,2,0,0,1,1
28185,['Amethyst'],USA,43.9563888889,-71.5086111111,1,2,0,0,1,1
28186,['Amethyst'],USA,43.0177777778,-72.3211111111,1,2,0,0,1,1
28419,['Amethyst'],USA,34.96666717529297,-83.63333129882812,1,2,0,0,1,1
28463,['Amethyst'],USA,44.335534031109,-68.321285249549,1,2,0,0,1,1
8984,['Amethyst'],USA,36.903041026113,-116.88492423324,1,2,0,0,1,1
28834,['Amethyst'],Namibia,-21.2333333333,14.8666666667,1,2,0,0,1,1
3237,['Amethyst'],Switzerland,46.3047222222,8.19166666667,1,2,0,0,1,1
29927,['Amethyst'],USA,30.78491,-98.35783,1,2,0,0,1,1
30052,['Amethyst'],Italy,46.6527298,11.6204218,1,2,0,0,1,1
15862,['Amethyst'],USA,43.0361111111,-71.1833333333,1,2,0,0,1,1
3281,['Amethyst'],USA,43.5908333333,-71.9911111111,1,2,0,0,1,1
14122,['Amethyst'],Canada,57.3386111111,-127.178611111,1,2,0,0,1,1
30246,['Amethyst'],Zambia,-13.059722222222,27.278333333333,1,2,0,0,1,1
30426,['Amethyst'],Brazil,-9.51638888889,-65.0938888889,1,2,0,0,1,1
31041,['Amethyst'],USA,63.3366666667,-142.985555556,1,2,0,0,1,1
31472,['Amethyst'],Germany,49.544314458919,7.2705457719088,1,2,0,0,1,1
31473,['Amethyst'],Germany,49.5221117,7.2424886,1,2,0,0,1,1
31628,['Amethyst'],Germany,49.5284118,7.0852482,1,2,0,0,1,1
32008,['Amethyst'],Germany,49.7069444444,8.65027777778,1,2,0,0,1,1
32221,"['Amethyst', 'Emerald']",Somalia,9.90649,44.72255,2,4,1,1,2,2
32316,['Amethyst'],Germany,47.82122,7.74541,1,2,0,0,1,1
15270,['Amethyst'],USA,42.8613888889,-71.6252777778,1,2,0,0,1,1
32554,['Amethyst'],Germany,47.7962057,7.79891968,1,2,0,0,1,1
32111,['Amethyst'],Germany,47.8451,7.8205,1,2,0,0,1,1
13903,['Amethyst'],Norway,59.75876,10.04327,1,2,0,0,1,1
1050,['Amethyst'],UK,50.5239860539,-4.45041373372,1,2,0,0,1,1
32910,['Amethyst'],USA,34.270549,-82.574107,1,2,0,0,1,1
1487,['Amethyst'],UK,53.2372222222,-1.82305555556,1,2,0,0,1,1
34389,['Amethyst'],Ireland,53.9708333333,-10.1908333333,1,2,0,0,1,1
34412,['Amethyst'],Brazil,-27.3608333333,-53.1819444444,1,2,0,0,1,1
34418,['Amethyst'],Brazil,-29.0891811,-53.2114401,1,2,0,0,1,1
34473,['Amethyst'],UK,50.1260364579,-5.66198036013,1,2,0,0,1,1
35078,['Amethyst'],USA,32.78344,-108.65896,1,2,0,0,1,1
35392,['Amethyst'],USA,33.586504782407,-107.37376169906,1,2,0,0,1,1
35461,['Amethyst'],USA,32.86678,-107.74227,1,2,0,0,1,1
36219,['Amethyst'],Germany,49.7561111111,7.35166666667,1,2,0,0,1,1
36222,['Amethyst'],Germany,49.7305555556,7.33555555556,1,2,0,0,1,1
36225,['Amethyst'],Germany,49.7347222222,7.31361111111,1,2,0,0,1,1
1268,['Amethyst'],UK,50.1177927496,-5.69493643484,1,2,0,0,1,1
36301,['Amethyst'],Germany,50.4386111111,8.36361111111,1,2,0,0,1,1
37563,['Amethyst'],USA,38.26289624798,-112.88852359216,1,2,0,0,1,1
37574,['Amethyst'],USA,38.3821523864,-112.567473442,1,2,0,0,1,1
4146,['Amethyst'],USA,38.813055555556,-110.855,1,2,0,0,1,1
28175,['Amethyst'],USA,39.01499938964844,-109.24305725097656,1,2,0,0,1,1
38022,['Amethyst'],USA,37.644616625232,-113.35718940365,1,2,0,0,1,1
38010,['Amethyst'],USA,37.616746993835,-113.3818212044,1,2,0,0,1,1
38059,['Amethyst'],USA,37.732660067694,-113.24013957856,1,2,0,0,1,1
38050,['Amethyst'],USA,37.73296553305,-113.23108420241,1,2,0,0,1,1
38048,['Amethyst'],USA,37.715738713187,-113.22819027259,1,2,0,0,1,1
38047,['Amethyst'],USA,37.718726113917,-113.22763007583,1,2,0,0,1,1
38039,['Amethyst'],USA,37.704627493064,-113.27548202098,1,2,0,0,1,1
38037,['Amethyst'],USA,37.713599931857,-113.23067863445,1,2,0,0,1,1
38309,['Amethyst'],USA,38.4933,-112.41411,1,2,0,0,1,1
38337,['Amethyst'],USA,38.383991799323,-112.27420628071,1,2,0,0,1,1
39305,['Amethyst'],USA,41.645466260036,-71.261787414551,1,2,0,0,1,1
38562,['Amethyst'],Japan,36.2930555556,136.591666667,1,2,0,0,1,1
5005,['Amethyst'],UK,50.51615542297,-4.0727841268763,1,2,0,0,1,1
41798,['Amethyst'],Austria,47.008877730514,12.926316261292,1,2,0,0,1,1
41812,['Amethyst'],Austria,47.0238888889,13.0113888889,1,2,0,0,1,1
41814,['Amethyst'],Austria,47.0411111111,13.0005555556,1,2,0,0,1,1
41816,['Amethyst'],Austria,47.0116666667,13.0147222222,1,2,0,0,1,1
41880,['Amethyst'],Austria,47.035833333333,13.468611111111,1,2,0,0,1,1
41881,['Amethyst'],Austria,47.031430971121,13.506701946608,1,2,0,0,1,1
41883,['Amethyst'],Austria,47.027039248547,13.483039870625,1,2,0,0,1,1
27375,['Amethyst'],USA,29.2266666667,-103.64,1,2,0,0,1,1
41955,['Amethyst'],USA,29.52642,-103.67627,1,2,0,0,1,1
41967,['Amethyst'],USA,30.1752845004,-103.659634836,1,2,0,0,1,1
41996,['Amethyst'],USA,30.152778625488,-103.59916687012,1,2,0,0,1,1
42313,['Amethyst'],USA,30.63021,-98.70923,1,2,0,0,1,1
4376,['Amethyst'],Austria,46.933333333333,14.566666666667,1,2,0,0,1,1
42509,['Amethyst'],Austria,46.712752109161,14.852614402771,1,2,0,0,1,1
1554,['Amethyst'],UK,50.7202777778,-3.91111111111,1,2,0,0,1,1
42717,['Amethyst'],USA,39.215497306984,-76.861716992526,1,2,0,0,1,1
